Content,Ready,Level,Type,AP,ID (Hex),Region/Connections,Prerequisites,Gear Req,Dep. Lvl.,Dependents
Ragni,TRUE,1,Region,Default,,"Ragni Main Entrance, Ragni North Entrance, Ragni South Entrance",,,1,"Complete: King's Recruit, Complete: Dearly Departed, Complete: WynnExcavation Site D, Complete: Queen's Recruit, Complete: A Hunter's Calling, Complete: A Journey Home, Visit: Ragni"
Ragni Countryside South,TRUE,2,Region,Item,00 01 00 04,"Ragni Main Entrance, Ragni Countryside North, Farmers Settlement",,,2,"Explore: Derelict Mine, Visit: Ragni Countryside South"
Ragni Countryside North,TRUE,2,Region,Item,00 01 00 05,"Riverbank Knoll, Ragni Countryside South, Coastal Trail, Maltic",,,2,"Explore: Ancestor Grotto, Explore: Derelict Mine, Visit: Ragni Countryside North"
Coastal Trail,TRUE,2,Region,Item,00 01 00 1a,"Ragni Countryside North, Maltic Coast, Maltic",,,2,"Explore: Ancestor Grotto, Visit: Coastal Trail"
Ragni North Entrance,TRUE,3,Region,Item,00 01 00 01,"Katoa Ranch, Riverbank Knoll, Ragni",,,3,"Complete: Cook Assistant, Visit: Ragni North Entrance"
Katoa Ranch,TRUE,3,Region,Item,00 01 00 02,"Ragni North Entrance, Riverbank Knoll",,,3,"Explore: Crab Fighters, Complete: Decrepit Sewers, Complete: Cook Assistant, Complete: The Sewers of Ragni, Complete: Tunnel Trouble, Visit: Katoa Ranch"
Riverbank Knoll,TRUE,3,Region,Item,00 01 00 03,"Ragni North Entrance, Katoa Ranch, Ragni Countryside North",,,3,Visit: Riverbank Knoll
Farmers Settlement,TRUE,4,Region,Item,00 01 00 06,"Emerald Trail, Maltic, Nomads' Refuge, Ragni Countryside South, Ancient Waterworks",,,4,"Explore: Fire & Water, Visit: Farmers Settlement"
Nivla Woods,TRUE,4,Region,Item,00 01 00 0d,"Entrance to Nivla Woods, Road to Time Valley, Alekin, Blooming Boulders",,,4,"Explore: Spider Mother Grove, Explore: Roots of Infestation, Explore: Old Growth Rot, Complete: Slay Spiders, Complete: Potion Making, Visit: Nivla Woods"
Entrance to Nivla Woods,TRUE,4,Region,Item,00 01 00 0e,"Emerald Trail, Nomads' Refuge, Road to Time Valley, Nivla Woods",,,4,"Complete: Infested Plants, Visit: Entrance to Nivla Woods"
Maltic Coast,TRUE,4,Region,Item,00 01 00 13,"Coastal Trail, Maltic, Jagged Foothills, Ancient Waterworks",,,4,"Explore: Tidepool Terrace, Complete: Underwater, Visit: Maltic Coast"
Road to Time Valley,TRUE,4,Region,Item,00 01 00 14,"Entrance to Nivla Woods, Nivla Woods, Blooming Boulders, Abandoned Farm",,,4,"Explore: Spider Mother Grove, Explore: Mossy Grotto, Explore: Corrupt Time Warp, Complete: Infested Plants, Visit: Road to Time Valley"
Alekin,TRUE,4,Region,Default,,"Nivla Woods, Blooming Boulders, Arachnid Woods, Nivla Woods Exit",,,4,"Complete: Infested Plants, Complete: Mushroom Man, Complete: Supply and Delivery, Visit: Alekin"
Maltic,TRUE,4,Region,Default,,"Ragni Countryside North, Coastal Trail, Maltic Coast, Ancient Waterworks, Farmers Settlement",,,4,"Complete: Maltic's Well, Visit: Maltic"
Nomads' Refuge,TRUE,5,Region,Item,00 01 00 07,"Entrance to Nivla Woods, Farmers Settlement, Arachnid Woods, Ancient Waterworks, Webbed Fracture",,,5,Visit: Nomads' Refuge
Arachnid Woods,TRUE,5,Region,Item,00 01 00 09,"Alekin, Nivla Woods Exit, Nomads' Refuge, Webbed Fracture",,,5,"Explore: Fungas Log, Complete: Mushroom Man, Complete: Arachnids' Ascent, Visit: Arachnid Woods"
Ancient Waterworks,TRUE,5,Region,Item,00 01 00 15,"Maltic Coast, Maltic, Farmers Settlement, Nomads' Refuge, Jagged Foothills",,,5,Visit: Ancient Waterworks
Road to Elkurn,TRUE,6,Region,Item,00 01 00 0a,"Blooming Boulders, Elkurn, Tempo Town, Nivla Woods Exit",,,6,"Explore: Crypt Excavation, Visit: Road to Elkurn"
Nivla Woods Exit,TRUE,6,Region,Item,00 01 00 0f,"Alekin, Arachnid Woods, Road to Elkurn, Akias Ruins, Nested Cliffside",,,6,Visit: Nivla Woods Exit
Akias Ruins,TRUE,6,Region,Item,00 01 00 10,"Corrupted Orchard, Nivla Woods Exit, Corrupted Warfront, Corrupted Tower, Corrupted Road",,,6,"Complete: Temple of the Legends, Visit: Akias Ruins"
Detlas Suburbs,TRUE,6,Region,Item,00 01 00 11,"Corrupted Orchard, Detlas, Corrupted Warfront, Scorched Trail",,,6,"Complete: Tunnel Trouble, Visit: Detlas Suburbs"
Corrupted Orchard,TRUE,6,Region,Item,00 01 00 12,"Akias Ruins, Detlas Suburbs, Corrupted Warfront, Scorched Trail, Corrupted Tower",,,6,"Explore: Hex Keep Gateway, Explore: Hill Hovel, Complete: Tunnel Trouble, Complete: Taking the Tower, Complete: Temple of the Legends, Visit: Corrupted Orchard"
Scorched Trail,TRUE,6,Region,Item,00 01 00 16,"Corrupted Orchard, Detlas Suburbs, Detlas, Ancient Nemract, Cathedral Harbour, Corrupted Tower, Lava Springs, Savannah Plains",,,6,"Explore: Hex Keep Gateway, Explore: Cave Springs, Complete: Slay Skeletons, Complete: Tunnel Trouble, Complete: Elemental Exercise, Visit: Scorched Trail"
Corrupted Tower,TRUE,6,Region,Item,00 01 00 17,"Akias Ruins, Corrupted Orchard, Razed Inn, Ancient Nemract, Scorched Trail",,,6,"Explore: Detlas Salt Mine, Explore: Raging Tower, Complete: Tunnel Trouble, Complete: Taking the Tower, Visit: Corrupted Tower"
Detlas,TRUE,6,Region,Default,,"Detlas Suburbs, Essren's Hut, Scorched Trail, Plains Lake",,,6,"Complete: Mushroom Man, Complete: Taking the Tower, Complete: Elemental Exercise, Complete: Potion Making, Complete: Arachnids' Ascent, Complete: Supply and Delivery, Complete: Brothers Return, Complete: The Mercenary, Complete: Jungle Fever, Complete: Flight in Distress, Complete: A Journey Beyond, Complete: Queen's Recruit, Visit: Detlas"
Corrupted Warfront,TRUE,11,Region,Item,00 01 00 2c,"Corrupted Road, Roots of Corruption, Corrupted Orchard, Detlas Suburbs, Akias Ruins, Plains Lake",,,11,"Explore: Winery Infestation, Complete: Temple of the Legends, Visit: Corrupted Warfront"
Black Road,TRUE,12,Region,Item,00 01 00 1f,"Lava Springs, Ternaves, Abandoned Mines Entrance, Essren's Hut",,,12,"Explore: Spore Spiral, Complete: Meaningful Holiday, Complete: Bob's Lost Soul, Complete: A Journey Beyond, Visit: Black Road"
Essren's Hut,TRUE,12,Region,Item,00 01 00 23,"Detlas, Lava Springs, Mine Base Plains, Black Road",,,12,"Complete: Slay Mooshrooms, Complete: Potion Making, Complete: Stable Story, Visit: Essren's Hut"
Owl Tribe,TRUE,13,Region,Item,00 01 00 46,"Sunset Plateau, Ancient Excavation, Almuj Slums, Eagle Tribe, Ternaves",,,13,"Complete: Stable Story, Complete: Canyon Condor, Complete: Tribal Aggression, Visit: Owl Tribe"
Ternaves,TRUE,13,Region,Default,,"Ternaves Tunnel, Black Road, Abandoned Mines Entrance, Owl Tribe",,,13,"Complete: Stable Story, Complete: Meaningful Holiday, Visit: Ternaves"
Webbed Fracture,TRUE,14,Region,Item,00 01 00 19,"Nomads' Refuge, Arachnid Woods, Nested Cliffside",,,14,"Complete: Infested Pit, Complete: Arachnids' Ascent, Visit: Webbed Fracture"
Lava Springs,TRUE,14,Region,Item,00 01 00 3a,"Ternaves Tunnel, Black Road, Savannah Plains, Essren's Hut, Scorched Trail",,,14,"Explore: Termite Mounds, Complete: Arachnids' Ascent, Complete: Lava Springs, Visit: Lava Springs"
Abandoned Farm,TRUE,16,Region,Item,00 01 00 1e,"Pigmen Ravines, Time Valley, Road to Time Valley",,,16,Visit: Abandoned Farm
Savannah Plains,TRUE,16,Region,Item,00 01 00 35,"Entrance to Almuj, Lava Springs, Bremminglar, Cathedral Harbour, Scorched Trail",,,16,"Explore: Willow Crypt, Explore: Captain's Quarters, Complete: Bob's Lost Soul, Visit: Savannah Plains"
*Abandoned Farm,TRUE,16,Region,Item,,"Pigmen Ravines, Time Valley, Road to Time Valley",,,16,"Explore: Mossy Grotto, Visit: Abandoned Farm"
Bremminglar,TRUE,16,Region,Default,,"Savannah Plains, Lion Lair",,,16,"Complete: Lava Springs, Visit: Bremminglar"
Cathedral Harbour,TRUE,18,Region,Item,00 01 00 25,"Savannah Plains, Ancient Nemract, Nemract Cathedral, Scorched Trail",,,18,"Explore: Pirate Hold, Explore: Captain's Quarters, Explore: Lovers' Cavern, Visit: Cathedral Harbour"
Nemract Cathedral,TRUE,18,Region,Item,00 01 00 26,"Nemract, Mount Wynn Inn, Ancient Nemract, Cathedral Harbour",,,18,"Complete: Brothers Return, Visit: Nemract Cathedral"
Mount Wynn Inn,TRUE,18,Region,Item,00 01 00 28,"Nemract, Nested Cliffside, Razed Inn, Ancient Nemract, Blackstring Den, Nemract Cathedral",,,18,"Explore: Muddy Cavern, Visit: Mount Wynn Inn"
Nested Cliffside,TRUE,18,Region,Item,00 01 00 2a,"Nivla Woods Exit, Mount Wynn Inn, Blackstring Den, Webbed Fracture",,,18,Visit: Nested Cliffside
Razed Inn,TRUE,18,Region,Item,00 01 00 2b,"Mount Wynn Inn, Corrupted Tower",,,18,Visit: Razed Inn
Ancient Nemract,TRUE,18,Region,Item,00 01 00 33,"Mount Wynn Inn, Scorched Trail, Corrupted Tower, Nemract Cathedral, Cathedral Harbour",,,18,"Complete: Underworld Crypt, Complete: The Dark Descent, Complete: Lost Tower, Visit: Ancient Nemract"
Nemract,TRUE,18,Region,Default,,"Mount Wynn Inn, Nemract Cathedral, Rocky Shore, Selchar",,,18,"Explore: Sunken Ship, Complete: Pit of the Dead, Complete: Brothers Return, Complete: Dwelling Walls, Complete: Lost Tower, Complete: Tempo Town Trouble, Complete: Misadventure on the Sea, Visit: Nemract"
Blooming Boulders,TRUE,22,Region,Item,00 01 00 08,"Road to Time Valley, Tempo Town, Nivla Woods, Road to Elkurn, Alekin",,,22,Visit: Blooming Boulders
Corrupted Road,TRUE,22,Region,Item,00 01 00 0b,"Roots of Corruption, Akias Ruins, Corrupted Warfront, Elkurn",,,22,"Complete: Recover the Past, Visit: Corrupted Road"
Abandoned Mines Entrance,TRUE,22,Region,Item,00 01 00 20,"Black Road, Mining Base Camp, Mine Base Plains, Abandoned Pass, Ternaves",,,22,Visit: Abandoned Mines Entrance
Mine Base Plains,TRUE,22,Region,Item,00 01 00 36,"Abandoned Mines Entrance, Mining Base Camp, Abandoned Mines, Plains Lake, Silent Road, Essren's Hut",,,22,"Explore: Lake Pit, Complete: Fantastic Voyage, Complete: A Journey Beyond, Visit: Mine Base Plains"
Mining Base Camp,TRUE,22,Region,Item,00 01 00 37,"Abandoned Mines Entrance, Abandoned Mines, Abandoned Pass, Mine Base Plains",,,22,"Explore: Lower Abandoned Mines, Visit: Mining Base Camp"
Abandoned Mines,TRUE,22,Region,Item,00 01 00 3b,"Mining Base Camp, Mine Base Plains",,,22,"Explore: Lower Abandoned Mines, Visit: Abandoned Mines"
Sanctuary Bridge,TRUE,22,Region,Item,00 01 00 3f,"Time Valley, Frosty Spikes",,,22,"Explore: The Sacrificial Altar, Complete: Timelost Sanctum, Visit: Sanctuary Bridge"
Tempo Town,TRUE,22,Region,Default,,"Blooming Boulders, Elkurn, Time Valley, Road to Elkurn",,,22,"Explore: Corrupt Time Warp, Explore: Vortex Complex, Explore: Time Valley Aquifer, Complete: Tempo Town Trouble, Complete: Creeper Infiltration, Visit: Tempo Town"
Elkurn,TRUE,22,Region,Default,,"Road to Elkurn, Corrupted Road, Frosty Spikes, Tempo Town, Nesaak Transition, Corrupted River",,,22,"Explore: Vortex Complex, Complete: Recover the Past, Complete: Temple of the Legends, Visit: Elkurn"
Jagged Foothills,TRUE,23,Region,Item,00 01 00 18,"Maltic Coast, Ancient Waterworks, Rocky Shore",,,23,Visit: Jagged Foothills
Rocky Shore,TRUE,23,Region,Item,00 01 00 27,"Blackstring Den, Nemract, Jagged Foothills",,,23,"Explore: Boar Burrow, Visit: Rocky Shore"
Blackstring Den,TRUE,23,Region,Item,00 01 00 29,"Rocky Shore, Mount Wynn Inn, Nested Cliffside",,,23,Visit: Blackstring Den
Rooster Island,TRUE,23,Region,Item,00 01 00 32,Selchar,,,23,"Complete: Cluck Cluck, Visit: Rooster Island"
Ternaves Tunnel,TRUE,24,Region,Item,00 01 00 39,"Entrance to Almuj, Lava Springs, Ternaves",,,24,"Explore: Termite Mounds, Visit: Ternaves Tunnel"
Plains Lake,TRUE,24,Region,Item,00 01 00 3d,"Roots of Corruption, Desolate Valley, Mine Base Plains, Corrupted Warfront, Detlas",,,24,"Explore: Lake Pit, Visit: Plains Lake"
Ragni South Entrance,TRUE,25,Region,Item,00 01 00 1b,"Pigmen Ravines, Sulphuric Hollow, Ragni",,,25,"Complete: Creeper Infiltration, Visit: Ragni South Entrance"
Sulphuric Hollow,TRUE,25,Region,Item,00 01 00 1c,"Ragni South Entrance, Little Wood",,,25,"Complete: Creeper Infiltration, Complete: Temple of the Legends, Visit: Sulphuric Hollow"
Little Wood,TRUE,25,Region,Item,00 01 00 1d,"Sulphuric Hollow, Time Valley",,,25,Visit: Little Wood
Bear Zoo,TRUE,25,Region,Item,00 01 00 21,Selchar,,,25,Visit: Bear Zoo
Pigmen Ravines,TRUE,25,Region,Item,00 01 00 22,"Ragni South Entrance, Abandoned Farm",,,25,"Complete: Creeper Infiltration, Visit: Pigmen Ravines"
Durum Oat Islet,TRUE,25,Region,Item,00 01 00 2d,Durum Isles Barn,,,25,Visit: Durum Oat Islet
Durum Malt Islet,TRUE,25,Region,Item,00 01 00 2e,Durum Isles Barn,,,25,Visit: Durum Malt Islet
Durum Barley Islet,TRUE,25,Region,Item,00 01 00 2f,Durum Isles Barn,,,25,Visit: Durum Barley Islet
Corrupted River,TRUE,25,Region,Item,00 01 00 30,"Elkurn, Roots of Corruption, Nesaak Transition, Desolate Valley",,,25,"Explore: Corruption Mines, Complete: Recover the Past, Complete: A Journey Beyond, Visit: Corrupted River"
Durum Isles Barn,TRUE,25,Region,Item,00 01 00 31,"Durum Barley Islet, Durum Oat Islet, Durum Malt Islet, Selchar",,,25,Visit: Durum Isles Barn
Time Valley,TRUE,25,Region,Item,00 01 00 3e,"Little Wood, Abandoned Farm, Tempo Town, Sanctuary Bridge",,,25,"Explore: Time Valley Aquifer, Explore: The Alcazar, Complete: Tempo Town Trouble, Complete: Deja Vu, Visit: Time Valley"
Roots of Corruption,TRUE,25,Region,Item,00 01 00 40,"Corrupted Road, Corrupted River, Corrupted Warfront, Plains Lake",,,25,"Explore: Corruption Mines, Complete: Temple of the Legends, Visit: Roots of Corruption"
Half Moon Island,TRUE,25,Region,Item,00 01 00 48,Selchar,,,25,"Explore: Dead Man's Dugout, Explore: Half Moon Island, Visit: Half Moon Island"
Tree Island,TRUE,25,Region,Item,00 01 00 50,Selchar,,,25,Visit: Tree Island
*Time Valley,TRUE,25,Region,Item,,"Little Wood, Abandoned Farm, Tempo Town, Sanctuary Bridge",,,4,"Explore: Spider Mother Grove, Explore: Mossy Grotto, Explore: Corrupt Time Warp, Explore: Time Valley Aquifer, Explore: The Alcazar, Explore: Trunk Garrison, Complete: Infested Plants, Complete: Tempo Town Trouble, Complete: Deja Vu, Visit: Road to Time Valley, Visit: Time Valley"
Selchar,TRUE,25,Region,Default,,"Nemract, Rooster Island, Bear Zoo, Zhight Island, Corkus Castle, Pirate Town, Lost Atoll, Volcanic Excavation, Entrance to Gavel, Tree Island, Maro Peaks, Skien's Island, Nodguj Nation, Durum Isles Barn, Mage Island, Half Moon Island, Florist's Hut",,,25,"Explore: Wave Cult Temple, Complete: Misadventure on the Sea, Complete: The Envoy Part I, Visit: Selchar"
Nesaak Transition,TRUE,27,Region,Item,00 01 00 43,"Florist's Hut, Desolate Valley, Elkurn, Corrupted River",,,27,"Complete: The Corrupted Village, Complete: A Journey Beyond, Visit: Nesaak Transition"
Frosty Spikes,TRUE,27,Region,Item,00 01 00 44,"Elkurn, Florist's Hut, Frozen Homestead, Abandoned Lumberyard, Sanctuary Bridge",,,27,"Explore: Ice Doors, Visit: Frosty Spikes"
Florist's Hut,TRUE,27,Region,Item,00 01 00 b4,"Bob's Tomb, Frosty Spikes, Frozen Homestead, Nesaak, Nesaak Transition, Selchar",,,27,"Complete: Bob's Lost Soul, Complete: A Journey Beyond, Visit: Florist's Hut"
Frozen Homestead,TRUE,27,Region,Item,00 01 00 b5,"Frigid Crossroads, Frosty Spikes, Abandoned Lumberyard, Nesaak, Florist's Hut",,,27,"Complete: Bob's Lost Soul, Visit: Frozen Homestead"
Abandoned Lumberyard,TRUE,27,Region,Item,00 01 00 b7,"Frozen Homestead, Frosty Spikes",,,27,"Explore: The Alcazar, Explore: Ice Doors, Complete: Fate of the Fallen, Complete: Bob's Lost Soul, Visit: Abandoned Lumberyard"
Nesaak,TRUE,27,Region,Default,,"Wolves' Den, Frigid Crossroads, Florist's Hut, Frozen Homestead, Bob's Tomb",,,27,"Complete: Underice, Complete: Fate of the Fallen, Visit: Nesaak"
Desolate Valley,TRUE,28,Region,Item,00 01 00 3c,"Nesaak Transition, Corrupted River, Plains Lake",,,28,"Complete: The Corrupted Village, Visit: Desolate Valley"
Mage Island,TRUE,28,Region,Item,00 01 00 42,Selchar,,,28,"Explore: Lush Grotto, Explore: Troll Tower, Explore: Crystalline Polynya, Complete: Zhight Island, Complete: The Order of the Grook, Complete: Beneath the Depths, Complete: Temple of the Legends, Visit: Mage Island"
Abandoned Pass,TRUE,30,Region,Item,00 01 00 24,"Abandoned Mines Entrance, Mining Base Camp",,,30,"Explore: Blazing Oasis, Visit: Abandoned Pass"
Lion Lair,TRUE,30,Region,Item,00 01 00 34,Bremminglar,,,30,"Explore: Lion's Lair, Visit: Lion Lair"
Entrance to Almuj,TRUE,30,Region,Item,00 01 00 38,"Almuj, Ternaves Tunnel, Savannah Plains",,,30,Visit: Entrance to Almuj
Invaded Barracks,TRUE,30,Region,Item,00 01 00 c0,Barren Sands,,,30,"Explore: Fallen Passage, Complete: The Mercenary, Visit: Invaded Barracks"
Barren Sands,TRUE,30,Region,Item,00 01 00 c1,"Invaded Barracks, Accursed Dunes, Gloopy Cave",,,30,"Explore: Fallen Passage, Complete: The Mercenary, Visit: Barren Sands"
Cascading Oasis,TRUE,30,Region,Item,00 01 00 c3,"Gloopy Cave, Mummy's Tomb, Dusty Pit",,,30,"Explore: Treasure Tomb, Explore: Crystal Caverns, Complete: A Sandy Scandal, Visit: Cascading Oasis"
Gloopy Cave,TRUE,30,Region,Item,00 01 00 c4,"Barren Sands, Cascading Oasis, Ruined Villa, Almuj",,,30,"Explore: Crystal Caverns, Complete: Green Gloop, Visit: Gloopy Cave"
Dusty Pit,TRUE,30,Region,Item,00 01 00 c7,"Cascading Oasis, Almuj",,,30,Visit: Dusty Pit
Almuj Slums,TRUE,30,Region,Item,00 01 00 c8,"Ruined Villa, Ancient Excavation, Almuj, Owl Tribe",,,30,"Explore: Dust Bowl, Explore: Sundial Sanctum, Complete: Meaningful Holiday, Complete: Wrath of the Mummy, Visit: Almuj Slums"
Almuj,TRUE,30,Region,Default,,"Gloopy Cave, Ruined Villa, Almuj Slums, Entrance to Almuj, Dusty Pit",,,30,"Explore: Crystal Caverns, Explore: Quicksand Carvers' Den, Complete: Slay Scarabs, Complete: The Mercenary, Complete: Green Gloop, Complete: A Sandy Scandal, Complete: Meaningful Holiday, Complete: Wrath of the Mummy, Complete: Jungle Fever, Complete: A Hunter's Calling, Visit: Almuj"
Ruined Villa,TRUE,31,Region,Item,00 01 00 c5,"Gloopy Cave, Ancient Excavation, Almuj, Almuj Slums, Accursed Dunes",,,31,"Complete: Green Gloop, Complete: Kingdom of Sand, Complete: A Hunter's Calling, Visit: Ruined Villa"
Eagle Tribe,TRUE,33,Region,Item,00 01 00 bd,"Sunrise Plateau, Owl Tribe, Accursed Dunes",,,33,"Explore: Emerald Knives Hideout, Complete: Kingdom of Sand, Complete: WynnExcavation Site A, Complete: Tribal Aggression, Visit: Eagle Tribe"
Ruined Prospect,TRUE,33,Region,Item,00 01 00 be,"Rymek, Sunset Plateau",,,33,"Complete: Slay Coyotes, Complete: Kingdom of Sand, Visit: Ruined Prospect"
Sunset Plateau,TRUE,33,Region,Item,00 01 00 bf,"Sunrise Plateau, Ruined Prospect, Owl Tribe",,,33,"Explore: Gator Range, Visit: Sunset Plateau"
Accursed Dunes,TRUE,33,Region,Item,00 01 00 c2,"Eagle Tribe, Barren Sands, Ruined Villa",,,33,"Complete: Sand-Swept Tomb, Complete: Kingdom of Sand, Visit: Accursed Dunes"
Ancient Excavation,TRUE,33,Region,Item,00 01 00 c6,"Owl Tribe, Ruined Villa, Almuj Slums",,,33,"Explore: Sundial Sanctum, Complete: Canyon Condor, Complete: WynnExcavation Site A, Complete: A Hunter's Calling, Visit: Ancient Excavation"
Sunrise Plateau,TRUE,34,Region,Item,00 01 00 bc,"Rymek, Eagle Tribe, Sunset Plateau",,,34,"Explore: Shadow Spears Refuge, Explore: Gator Range, Explore: Gold Rush, Visit: Sunrise Plateau"
Rymek,TRUE,34,Region,Default,,"Sunrise Plateau, Ruined Prospect",,,34,"Complete: Canyon Condor, Complete: Wrath of the Mummy, Complete: Temple of the Legends, Visit: Rymek"
Mummy's Tomb,TRUE,36,Region,Item,00 01 00 4d,Cascading Oasis,,,36,"Complete: Wrath of the Mummy, Visit: Mummy's Tomb"
Orc Road,TRUE,39,Region,Item,00 01 00 53,"Llevigar Stables, Orc Lake, Loamsprout Orc Camp, Llevigar Gate",,,39,"Complete: Clearing the Camps, Complete: Star Thief, Visit: Orc Road"
Entrance to Gavel,TRUE,39,Region,Item,00 01 00 ce,"Llevigar, Selchar",,,39,"Explore: Gargoyle Fortress, Complete: Pirate's Trove, Visit: Entrance to Gavel"
Llevigar Gate,TRUE,39,Region,Item,00 01 00 cf,"Sanguine Spider Den, Llevigar Stables, Orc Road, Llevigar",,,39,"Complete: Slay Orcs, Complete: Clearing the Camps, Visit: Llevigar Gate"
Sanguine Spider Den,TRUE,39,Region,Item,00 01 00 d0,"Llevigar Gate, Cliffhearth Orc Camp",,,39,Visit: Sanguine Spider Den
Llevigar Stables,TRUE,39,Region,Item,00 01 00 d1,"Llevigar Gate, Cliffhearth Orc Camp, Trunkstump Goblin Camp, Orc Road",,,39,Visit: Llevigar Stables
Cliffhearth Orc Camp,TRUE,39,Region,Item,00 01 00 d2,"Sanguine Spider Den, Llevigar Stables, Meteor Trail",,,39,"Complete: Clearing the Camps, Visit: Cliffhearth Orc Camp"
Trunkstump Goblin Camp,TRUE,39,Region,Item,00 01 00 d4,"Llevigar Stables, Meteor Trail, Stonecave Orc Camp, Orc Lake",,,39,"Complete: Clearing the Camps, Complete: Star Thief, Visit: Trunkstump Goblin Camp"
Volcanic Isles,TRUE,39,Region,Item,00 01 01 6d,Volcanic Excavation,,,39,"Explore: Volcanus Pit, Visit: Volcanic Isles"
Llevigar,TRUE,39,Region,Default,,"Entrance to Gavel, Llevigar Gate, Karoc Quarry",,,39,"Complete: Pirate's Trove, Complete: Heart of Llevigar, Complete: The Hero of Gavel, Visit: Llevigar"
Icy Island,TRUE,40,Region,Item,00 01 00 96,"Dujgon Nation, Nodguj Nation, Santa's Hideout",,,40,Visit: Icy Island
Wolves' Den,TRUE,40,Region,Item,00 01 00 b2,"Bob's Tomb, Frigid Crossroads, Nesaak",,,40,"Explore: Wolf Den, Complete: Ice Barrows, Complete: Slay Creatures of Nesaak Forest, Complete: Underice, Complete: Fate of the Fallen, Complete: A Hunter's Calling, Visit: Wolves' Den"
Nodguj Nation,TRUE,40,Region,Default,,"Dujgon Nation, Santa's Hideout, Icy Island, Selchar",,,40,"Complete: Ice Nations, Visit: Nodguj Nation"
Dujgon Nation,TRUE,40,Region,Default,,"Nodguj Nation, Icy Island",,,40,"Complete: Ice Nations, Visit: Dujgon Nation"
Orc Lake,TRUE,42,Region,Item,00 01 00 52,"Trunkstump Goblin Camp, Stonecave Orc Camp, Sunspark Orc Camp, Sablestone Orc Camp, Orc Road",,,42,"Complete: Star Thief, Complete: Blazing Retribution, Visit: Orc Lake"
Meteor Trail,TRUE,42,Region,Item,00 01 00 d5,"Cliffhearth Orc Camp, Trunkstump Goblin Camp, Brigand Outpost",,,42,"Complete: Star Thief, Visit: Meteor Trail"
Frigid Crossroads,TRUE,43,Region,Item,00 01 00 b3,"Wolves' Den, Frozen Homestead, Nesaak, Twain Lake, Icy Vigil, Icy Descent",,,43,"Complete: Underice, Complete: Bob's Lost Soul, Visit: Frigid Crossroads"
Icy Descent,TRUE,44,Region,Item,00 01 00 91,"Tower of Ascension, Lusuco, Frigid Crossroads",,,44,"Explore: Raging Survivor, Complete: Frost Bite, Visit: Icy Descent"
Sablestone Orc Camp,TRUE,44,Region,Item,00 01 00 ef,"Orc Lake, Meteor Crater, Loamsprout Orc Camp, Goblin Plains West",,,44,"Complete: Blazing Retribution, Visit: Sablestone Orc Camp"
Loamsprout Orc Camp,TRUE,44,Region,Item,00 01 00 f0,"Orc Road, Sablestone Orc Camp, Llevigar Farm, Shineridge Orc Camp",,,44,"Explore: Holehold Orc Camp, Complete: Blazing Retribution, Visit: Loamsprout Orc Camp"
Lusuco,TRUE,44,Region,Default,,Icy Descent,,,44,"Explore: Raiders' Hideout, Explore: Submerged Coal Mine, Visit: Lusuco"
Twain Lake,TRUE,45,Region,Item,00 01 00 49,"Twain Mansion, Frigid Crossroads",,,45,"Explore: Headless Hollow, Complete: WynnExcavation Site B, Complete: The House of Twain, Visit: Twain Lake"
Bob's Tomb,TRUE,45,Region,Item,00 01 00 4b,"Wolves' Den, Florist's Hut, Nesaak",,,45,"Complete: Bob's Lost Soul, Complete: Reincarnation, Visit: Bob's Tomb"
Llevigar Farm,TRUE,45,Region,Item,00 01 00 57,"Loamsprout Orc Camp, Goblin Plains West, Goblin Plains East, Entrance to Bucie, Shineridge Orc Camp, Bucie Waterfall",,,45,Visit: Llevigar Farm
Icy Vigil,TRUE,45,Region,Item,00 01 00 b6,"Frigid Crossroads, Great Bridge",,,45,"Explore: Raging Survivor, Explore: Breaking Ice, Visit: Icy Vigil"
Karoc Quarry,TRUE,45,Region,Item,00 01 00 ea,"Shineridge Orc Camp, Harnort Compound, Llevigar",,,45,"Complete: Rise of the Quartron, Visit: Karoc Quarry"
Shineridge Orc Camp,TRUE,45,Region,Item,00 01 00 ec,"Karoc Quarry, Bucie Waterfall, Loamsprout Orc Camp, Llevigar Farm",,,45,"Explore: Shineridge Orc Camp, Complete: Rise of the Quartron, Visit: Shineridge Orc Camp"
Bucie Waterfall,TRUE,45,Region,Item,00 01 00 ed,"Harnort Compound, Shineridge Orc Camp, Entrance to Bucie, Llevigar Farm",,,45,"Explore: Shineridge Orc Camp, Complete: From the Mountains, Visit: Bucie Waterfall"
Entrance to Bucie,TRUE,45,Region,Default,,"Llevigar Farm, Goblin Plains East, Centerworld Fortress, Bucie Waterfall",,,45,Visit: Entrance to Bucie
Goblin Plains West,TRUE,46,Region,Item,00 01 00 56,"Sablestone Orc Camp, Iron Road, Llevigar Farm, Goblin Plains East",,,46,"Complete: An Iron Heart Part I, Visit: Goblin Plains West"
Goblin Plains East,TRUE,46,Region,Item,00 01 00 59,"Goblin Plains West, Llevigar Farm, Forgotten Path, Entrance to Bucie",,,46,"Explore: Secret Mine, Visit: Goblin Plains East"
Brigand Outpost,TRUE,46,Region,Item,00 01 00 d6,"Meteor Trail, Stonecave Orc Camp, Collapsed Emerald Mine",,,46,"Explore: Sol Hive, Visit: Brigand Outpost"
